rank,title,authors,publication_type,published_date,publication,doi,url,abstract_snippet
294,Evaluating Source Code Quality with Large Language Models: a comparative study,Igor Regis da Silva Simões; Elaine Venson,research-article,December 2024,SBQS '24: Proceedings of the XXIII Brazilian Symposium on Software Quality,10.1145/3701625.3701650,https://dl.acm.org/doi/10.1145/3701625.3701650,"Code quality is an attribute composed of various metrics, such as complexity, readability, testability, interoperability, reusability, and the use of good or bad practices, among others. Static code analysis tools aim to measure a set of attributes to ..."
295,Increasing Test Coverage by Automating BDD Tests in Proofs of Concepts (POCs) using LLM,Shexmo Richarlison Ribeiro dos Santos; Raiane Eunice S. Fernandes; Marcos Cesar Barbosa dos Santos; Michel S. Soares; Fabio Gomes Rocha; Sabrina Marczak,research-article,December 2024,SBQS '24: Proceedings of the XXIII Brazilian Symposium on Software Quality,10.1145/3701625.3701637,https://dl.acm.org/doi/10.1145/3701625.3701637,"In today’s landscape, software manufacturers must deliver quickly and with high quality to remain competitive, especially in the cybersecurity sector. Recognizing this need, we have recently implemented several strategies to accelerate our time to market ..."
296,SBQS '24: Proceedings of the XXIII Brazilian Symposium on Software Quality,Ivan Machado; José Maldonado; Tayana Conte; Edna Canedo; Johnny Marques; Breno Bernard de França; Patrícia Matsubara; Davi Viana; Sergio Soares; Gleison Santos; Larissa Rocha; Bruno Gadelha; Rodrigo Santos; Ana Oran; Adolfo Gustavo Seca Neto,proceeding,December 2024,,10.1145/3701625,https://dl.acm.org/doi/proceedings/10.1145/3701625,
297,"EuroPLoP '24: Proceedings of the 29th European Conference on Pattern Languages of Programs, People, and Practices",,proceeding,December 2024,,10.1145/3698322,https://dl.acm.org/doi/proceedings/10.1145/3698322,
298,Demystifying RCE Vulnerabilities in LLM-Integrated Apps,Tong Liu; Zizhuang Deng; Guozhu Meng; Yuekang Li; Kai Chen,research-article,December 2024,CCS '24: Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,10.1145/3658644.3690338,https://dl.acm.org/doi/10.1145/3658644.3690338,"Large Language Models (LLMs) show promise in transforming software development, with a growing interest in integrating them into more intelligent apps. Frameworks like LangChain aid LLM-integrated app development, offering code execution utility/APIs for ..."
299,CCS '24: Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,Bo Luo; Xiaojing Liao; Jun Xu; Engin Kirda; David Lie,proceeding,December 2024,,10.1145/3658644,https://dl.acm.org/doi/proceedings/10.1145/3658644,"It is with great enthusiasm that we, on behalf of the Organizing Committee, invite you to join us for the 31st ACM SIGSAC Conference on Computer and Communications Security (CCS), a premier security and privacy conference where researchers, practitioners,..."
300,"IPMLP '24: Proceedings of the International Conference on Image Processing, Machine Learning and Pattern Recognition",,proceeding,December 2024,,10.1145/3700906,https://dl.acm.org/doi/proceedings/10.1145/3700906,
301,Large Language Models for Software Engineering: A Systematic Literature Review,Xinyi Hou; Yanjie Zhao; Yue Liu; Zhou Yang; Kailong Wang; Li Li; Xiapu Luo; David Lo; John Grundy; Haoyu Wang,survey,December 2024,"ACM Transactions on Software Engineering and Methodology (TOSEM), Volume 33, Issue 8",10.1145/3695988,https://dl.acm.org/doi/10.1145/3695988,"Large Language Models (LLMs) have significantly impacted numerous domains, including Software Engineering (SE). Many recent publications have explored LLMs applied to various SE tasks. Nevertheless, a comprehensive understanding of the application, ..."
302,ICCSIE '24: Proceedings of the 2024 9th International Conference on Cyber Security and Information Engineering,,proceeding,December 2024,,10.1145/3689236,https://dl.acm.org/doi/proceedings/10.1145/3689236,
303,Automated Commit Intelligence by Pre-training,Shangqing Liu; Yanzhou Li; Xiaofei Xie; Wei Ma; Guozhu Meng; Yang Liu,research-article,November 2024,"ACM Transactions on Software Engineering and Methodology (TOSEM), Volume 33, Issue 8",10.1145/3674731,https://dl.acm.org/doi/10.1145/3674731,"GitHub commits, which record the code changes with natural language messages for description, play a critical role in software developers’ comprehension of software evolution. Due to their importance in software development, several learning-based works ..."
304,Opportunities and Challenges in the Cultivation of Software Development Professionals in the Context of Large Language Models,Ping Chen; Syazwina Binti Alias,research-article,November 2024,ISAIE '24: Proceedings of the 2024 International Symposium on Artificial Intelligence for Education,10.1145/3700297.3700342,https://dl.acm.org/doi/10.1145/3700297.3700342,"In the context of the rapid development of Large Language Models (LLMs), the field of software development has undergone significant transformations presenting both opportunities and challenges for software development professional cultivation. This ..."
305,ISAIE '24: Proceedings of the 2024 International Symposium on Artificial Intelligence for Education,,proceeding,November 2024,,10.1145/3700297,https://dl.acm.org/doi/proceedings/10.1145/3700297,
306,UKICER '24: Proceedings of the 2024 Conference on United Kingdom & Ireland Computing Education Research,Troy Astarte; Duncan Hull; Fiona McNeill; Faron Moller,proceeding,November 2024,,10.1145/3689535,https://dl.acm.org/doi/proceedings/10.1145/3689535,
307,IC3-2024: Proceedings of the 2024 Sixteenth International Conference on Contemporary Computing,,proceeding,October 2024,,10.1145/3675888,https://dl.acm.org/doi/proceedings/10.1145/3675888,
308,Leveraging Large Language Model to Assist Detecting Rust Code Comment Inconsistency,Yichi Zhang; Zixi Liu; Yang Feng; Baowen Xu,research-article,October 2024,ASE '24: Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,10.1145/3691620.3695010,https://dl.acm.org/doi/10.1145/3691620.3695010,"Rust is renowned for its robust memory safety capabilities, yet its distinctive memory management model poses substantial challenges in both writing and understanding programs. Within Rust source code, comments are employed to clearly delineate ..."
309,Unity Is Strength: Collaborative LLM-Based Agents for Code Reviewer Recommendation,Luqiao Wang; Yangtao Zhou; Huiying Zhuang; Qingshan Li; Di Cui; Yutong Zhao; Lu Wang,research-article,October 2024,ASE '24: Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,10.1145/3691620.3695291,https://dl.acm.org/doi/10.1145/3691620.3695291,"Assigning pull requests to appropriate code reviewers can accelerate the review process and help uncover potential bugs. However, the inherent complexities in pull requests and code reviewers present challenges in making suitable matches between them. ..."
310,On the Evaluation of Large Language Models in Unit Test Generation,Lin Yang; Chen Yang; Shutao Gao; Weijing Wang; Bo Wang; Qihao Zhu; Xiao Chu; Jianyi Zhou; Guangtai Liang; Qianxiang Wang; Junjie Chen,research-article,October 2024,ASE '24: Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,10.1145/3691620.3695529,https://dl.acm.org/doi/10.1145/3691620.3695529,"Unit testing is an essential activity in software development for verifying the correctness of software components. However, manually writing unit tests is challenging and time-consuming. The emergence of Large Language Models (LLMs) offers a new ..."
311,Understanding Developer-Analyzer Interactions in Code Reviews,Martin Schaef; Berk Cirisci; Linghui Luo; Muhammad Numair Mansur; Omer Tripp; Daniel Sanchez; Qiang Zhou; Muhammad Bilal Zafar,research-article,October 2024,ASE '24: Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,10.1145/3691620.3695257,https://dl.acm.org/doi/10.1145/3691620.3695257,"Static code analyzers are now a common part of the codereview process. These automated tools integrate into the code review process by commenting on code changes and suggesting improvements, in the same way as human reviewers. The comments made by static ..."
312,An Empirical Study on Learning-based Techniques for Explicit and Implicit Commit Messages Generation,Zhiquan Huang; Yuan Huang; Xiangping Chen; Xiaocong Zhou; Changlin Yang; Zibin Zheng,research-article,October 2024,ASE '24: Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,10.1145/3691620.3695025,https://dl.acm.org/doi/10.1145/3691620.3695025,"High-quality and appropriate commit messages help developers to quickly understand and track code evolution, which is crucial for the collaborative development and maintenance of software. To relieve developers of the burden of writing commit messages, ..."
313,iSMELL: Assembling LLMs with Expert Toolsets for Code Smell Detection and Refactoring,Di Wu; Fangwen Mu; Lin Shi; Zhaoqiang Guo; Kui Liu; Weiguang Zhuang; Yuqi Zhong; Li Zhang,research-article,October 2024,ASE '24: Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,10.1145/3691620.3695508,https://dl.acm.org/doi/10.1145/3691620.3695508,"Detecting and refactoring code smells is challenging, laborious, and sustaining. Although large language models have demonstrated potential in identifying various types of code smells, they also have limitations such as input-output token restrictions, ..."
314,ESEM '24: Proceedings of the 18th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement,Xavier Franch; Maya Daneva; Silverio Martínez-Fernández; Luigi Quaranta,proceeding,October 2024,,10.1145/3674805,https://dl.acm.org/doi/proceedings/10.1145/3674805,
315,SLE '24: Proceedings of the 17th ACM SIGPLAN International Conference on Software Language Engineering,Ralf Laemmel; Juliana Alves Pereira; Peter D. Mosses,proceeding,October 2024,,10.1145/3687997,https://dl.acm.org/doi/proceedings/10.1145/3687997,"Welcome to the 17th ACM SIGPLAN International Conference on Software Language Engineering (SLE), held in Pasadena, California, USA, October 20–21 2024, as part of SPLASH 2024. The SLE conference is devoted to the principles of software languages: their ..."
316,NordiCHI '24: Proceedings of the 13th Nordic Conference on Human-Computer Interaction,,proceeding,October 2024,,10.1145/3679318,https://dl.acm.org/doi/proceedings/10.1145/3679318,
317,EKI '24: Proceedings of the 2nd International Conference on Educational Knowledge and Informatization,,proceeding,October 2024,,10.1145/3691720,https://dl.acm.org/doi/proceedings/10.1145/3691720,
318,AI-assisted Coding with Cody: Lessons from Context Retrieval and Evaluation for Code Recommendations,Jan Hartman; Hitesh Sagtani; Julie Tibshirani; Rishabh Mehrotra,extended-abstract,October 2024,RecSys '24: Proceedings of the 18th ACM Conference on Recommender Systems,10.1145/3640457.3688060,https://dl.acm.org/doi/10.1145/3640457.3688060,"In this work, we discuss a recently popular type of recommender system: an LLM-based coding assistant. Connecting the task of providing code recommendations in multiple formats to traditional RecSys challenges, we outline several similarities and ..."
319,Dependency-Aware Code Naturalness,Chen Yang; Junjie Chen; Jiajun Jiang; Yuliang Huang,research-article,October 2024,"Proceedings of the ACM on Programming Languages (PACMPL), Volume 8, Issue OOPSLA2",10.1145/3689794,https://dl.acm.org/doi/10.1145/3689794,"Code naturalness, which captures repetitiveness and predictability in programming languages, has proven valuable for various code-related tasks in software engineering. However, precisely measuring code naturalness remains a fundamental challenge. ..."
320,RecSys '24: Proceedings of the 18th ACM Conference on Recommender Systems,Tommaso Di Noia; Pasquale Lops; Thorsten Joachims; Katrien Verbert; Pablo Castells; Zhenhua Dong; Ben London,proceeding,October 2024,,10.1145/3640457,https://dl.acm.org/doi/proceedings/10.1145/3640457,
